id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1005467156157323448,MelbourneCBD new apartment Uno2B2BA Vicmarket,483664956,Jessie,,Melbourne,-37.8095797,144.9601204,Entire home/apt,206,2,12,2024-03-12,3.16,2,99,12,
4991128,"2BR, safe, locked parking & close to transport",11744835,Dinesh,,Port Phillip,-37.88044,144.99673,Entire home/apt,160,7,55,2023-12-22,0.50,1,318,3,
1005628436473549993,1 Bedroom Apartment steps from South Yarra Station,22630928,Next Level,,Stonnington,-37.837763543119735,144.9955741964147,Entire home/apt,293,3,1,2023-11-05,0.22,66,261,1,
1015627424161719566,Private room,260121893,Gurvinder,,Melton,-37.77059618124035,144.6915263729572,Private room,51,2,7,2023-12-31,1.67,1,266,7,
728669703051534389,"Sorry, Not available.",61605310,Ronit,,Casey,-38.11896,145.26418,Private room,52,1,12,2023-02-07,0.68,2,89,0,
798284197398934470,Melbourne CBD Lighthouse3BR2BA Vicmarket *Central,483664956,Jessie,,Melbourne,-37.80815118099675,144.9612816780285,Entire home/apt,413,2,55,2024-03-11,4.27,2,94,49,
882337744250596937,Lovely 3-bedroom Apartment for6,7123761,Kevin,,Melbourne,-37.81402733947498,144.95306604281527,Entire home/apt,232,2,35,2024-02-25,3.40,7,250,35,
926990231427687568,Luxury on Collins MEL883510S,148607219,Wyndel Apartments,,Melbourne,-37.8211928,144.9425121,Entire home/apt,195,28,5,2024-02-28,0.66,5,357,5,
30724574,City Views from a Central Apartment,51704371,James,,Melbourne,-37.81088,144.95996,Entire home/apt,173,3,162,2024-03-17,2.55,21,71,45,
952399258371082317,Shiny Urban Oasis (2BR1B+Wifi+View+WWS nearby),501731943,Ivy,,Melbourne,-37.8271243,144.9581274,Entire home/apt,190,1,20,2024-03-10,2.74,10,83,20,
784043,4 Bedroom Melbourne Urban Retreat,4133993,Kim,,Banyule,-37.73238,145.09131,Entire home/apt,,5,1,2018-05-05,0.01,4,0,0,
2234455,"BEACHSIDE, MODERN, TRENDY CAFE AREA",3013970,Gaelan & Marianne,,Bayside,-37.93298,144.9999,Entire home/apt,,7,42,2019-12-16,0.35,1,0,0,
33147432,Wrap,3721646,Alex,,Melbourne,-37.82191,144.96799,Entire home/apt,280,10,0,,,42,122,0,
32096900,Boutique Stylish 3 Bedroom Apartment Melbourne CBD,229473208,Elissa,,Melbourne,-37.81558,144.96528,Entire home/apt,378,2,119,2024-01-29,1.92,5,159,5,
6630864,2 BDR House Elsternwick,9435191,Samantha,,Glen Eira,-37.88691,145.00918,Entire home/apt,,1,0,,,1,0,0,
6887624,Short-term bedroom at Degraves St,36093257,Marco,,Melbourne,-37.81827,144.96521,Shared room,,1,0,,,1,0,0,
566201861049494898,Mountain View Cottage featuring Spa and Fireplace,196492736,Maria,,Yarra Ranges,-37.88921,145.387573,Entire home/apt,244,1,200,2024-03-09,8.04,4,233,72,
7813200,Fully furnished big& beautiful room,20686832,Lachlan,,Melbourne,-37.84186,144.98521,Private room,,1,0,,,1,0,0,
8002957,Contemporary Flinders Lane Boutique,8334479,Leanne,,Melbourne,-37.81644,144.9624,Entire home/apt,,2,57,2017-05-08,0.57,1,0,0,
9336217,"SouthYarra,Melbourne's best surburb",44802147,Lee,,Melbourne,-37.83677,144.98474,Entire home/apt,,1,7,2016-01-29,0.07,1,0,0,
9516719,Spacious & modern,49310793,Felipe,,Melbourne,-37.79343,144.9671,Entire home/apt,,3,1,2016-01-05,0.01,1,0,0,
9598414,Sunny with terrace for female,2306223,Roberta,,Moreland,-37.77757,144.96087,Private room,,2,0,,,1,0,0,
6292346,You will love the Sunflower Suite.,27819412,Joe,,Port Phillip,-37.86788,144.99564,Entire home/apt,251,2,3,2016-12-09,0.03,3,260,0,
1104854869628582063,Small house with three bed room,287690264,Samson,,Wyndham,-37.814597858313164,144.71881937571345,Private room,31,1,1,2024-03-09,1,1,258,1,
1111337653482908176,The heart of Balaclava,192020106,Beki,,Port Phillip,-37.8672257972712,144.99251891800583,Entire home/apt,700,3,0,,,1,3,0,
1008220464178846322,Chic 1BR Apartment in Melbourne CBD with city view,137278159,Likehome,,Melbourne,-37.81280115557588,144.9548229175451,Entire home/apt,176,2,7,2024-02-24,1.56,12,84,7,
922687792967388835,Top CBD 2 Queenbeds 2 baths,484085713,Ji,,Melbourne,-37.8099071,144.9591846,Entire home/apt,339,1,22,2024-03-09,2.60,27,111,22,
6291892,The Cherry Suite is truly luxurious,27819412,Joe,,Port Phillip,-37.86787,144.99453,Entire home/apt,251,2,4,2017-08-07,0.04,3,260,0,
12912771,Fully furnished apartment available,70793555,Fiona,,Melbourne,-37.82843,144.95734,Shared room,93,1,0,,,10,364,0,
22949491,2br apartment in Windsor (300m from Chapel St),48050768,Aleisha,,Stonnington,-37.85702,144.99816,Entire home/apt,,2,0,,,1,0,0,
1005425337728375730,"Room, or entire premises Tullamarine, Airport",288581307,Khadeem Aaron,,Moonee Valley,-37.74062,144.86599,Private room,136,25,0,,,1,263,0,
6170867,Lush beachside apartment,8630523,Adele,,Port Phillip,-37.88234,144.98908,Entire home/apt,,1,0,,,1,0,0,
48171465,Twin Room · Twin Room in Boutique Parkville Hotel,287968585,Ryan,,Melbourne,-37.79488,144.95828,Private room,217,1,5,2023-05-19,0.14,3,317,1,
1064874059553185437,Luxurious 4 BR at Wyndham harbor,555405660,Abera,,Wyndham,-37.96324789091461,144.7050830784697,Entire home/apt,245,3,2,2024-03-12,1.15,1,347,2,
7584699,one bedroom close to Unimelb,22590183,Louise,,Melbourne,-37.7946,144.96877,Private room,,1,0,,,1,0,0,
5320390,Donvale Townhouse for Rental,27565567,Pohchoon,,Manningham,-37.80277,145.17604,Entire home/apt,,1,0,,,1,0,0,
36296006,朝着摩天輪海景 出租單間，獨立廁所，房間客廳全落地玻璃，7.17到7月27 拎包入住 全包 $600,27243499,Venus,,Melbourne,-37.81442,144.93821,Private room,,1,0,,,1,0,0,
23260270,Shared room southbank melbourne,173141508,Michell Danilo,,Port Phillip,-37.82885,144.95962,Shared room,,2,1,2018-03-08,0.01,1,0,0,
22020821,Kensington road,127649717,Anqi,,Stonnington,-37.83952,145.00065,Shared room,,1,0,,,1,0,0,
51293702,Belgrave (Family Stay),1197236,Clarelee,,Yarra Ranges,-37.90371,145.35143,Entire home/apt,300,1,23,2024-03-11,0.80,2,340,11,
857409900722626505,Penny Lane,26558049,CaraJane,,Moonee Valley,-37.76724,144.92426,Entire home/apt,210,1,29,2024-03-16,2.57,1,210,29,
1053285587913368436,Perfect location great amenities,182612459,Rizwan,,Melbourne,-37.8103818,144.9638079,Private room,60,1,0,,,1,260,0,
13733423,Southside St Kilda with Balcony & Parking,431039793,Yudo,,Port Phillip,-37.86614,144.97722,Entire home/apt,194,2,89,2024-02-04,0.97,48,326,18,
749309618354308990,"Converted Warehouse - Large Room, City Views",4161047,Campbell,,Port Phillip,-37.83636,144.95649,Private room,,1,1,2022-11-05,0.06,3,0,0,
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90457,145.35114,Entire home/apt,,2,105,2024-03-02,0.92,2,333,12,
1621193,room 4,8623584,Michael,,Wyndham,-37.90044,144.74296,Private room,80,1,22,2022-02-02,0.19,4,82,0,
31018267,Apartment living,70873110,Julia,,Hobsons Bay,-37.81662,144.84962,Private room,45,10,18,2020-03-28,0.29,2,229,0,
954583723759481088,Cozy 1 bedroom apt in Sth Yarra,147329636,Jenny,,Stonnington,-37.83489,144.98804,Entire home/apt,169,2,4,2024-02-19,0.57,1,263,4,
19064840,melbourne city apartment twin share room,70793555,Fiona,,Melbourne,-37.81471,144.95606,Shared room,64,1,8,2023-12-02,0.10,10,361,3,
601088369562119667,Entire loft in the heart of Fitzroy,254266877,Jay,,Yarra,-37.79636,144.98505,Entire home/apt,,2,8,2024-01-01,0.34,1,0,4,
975687473089619415,250 Elizabeth Street,490395153,Nick,,Melbourne,-37.81292,144.9635,Entire home/apt,,3,0,,,4,0,0,
772891797170361847,Luxury 3 bedroom house with pool,29357730,Sophie,,Stonnington,-37.83825,144.99949,Entire home/apt,1400,5,1,2024-02-15,0.91,1,364,1,
816175254487240907,Little bourke street master bedroom,496481244,Yi,,Melbourne,-37.81505894560871,144.95464059033506,Private room,,4,0,,,5,0,0,
851483217713589580,Private Room with Smart TV,424508988,Sonam,,Wyndham,-37.83586494836315,144.72166657447815,Private room,60,1,2,2024-01-11,0.71,1,260,2,
850424325839085316,Brickworks 1 Bedroom Apt with FREE parking,505760430,Highlander,,Whitehorse,-37.85135,145.1342,Entire home/apt,150,1,31,2024-02-26,2.74,12,63,31,
52713390,5bedder (3 with ensuites)  4.5bath@wantirna south,185076876,Jean,,Knox,-37.88682,145.23763,Entire home/apt,327,3,13,2024-01-01,0.48,29,57,3,
39707370,FIFFT03/InnerCBD/1Min->Station/FREE(Pool/GYM/Tram),158100659,Nick,,Melbourne,-37.81385,144.95299,Entire home/apt,164,1,92,2024-02-24,1.73,19,136,44,
29369610,The House in the Vines - Rustic Luxury,1560046,Fran,,Yarra Ranges,-37.68426,145.46269,Entire home/apt,421,2,219,2024-03-07,3.47,2,273,40,
740926813713802593,CBD apartment near melbourne central & parliament,215118048,Jin,,Melbourne,-37.80956,144.97213,Private room,96,1,3,2023-03-31,0.19,1,176,2,
942961449728982031,"Park House - Relaxing, Riverside Retreat.",36995817,Kristy,,Yarra,-37.81187,145.00952,Entire home/apt,247,1,9,2024-02-25,1.38,19,222,9,
546014375448961022,Amazing 2 BR 07 apartment in MELBOURNE CBD,384309004,Gustavo,,Melbourne,-37.815574645996094,144.95433044433594,Entire home/apt,191,2,35,2024-03-03,1.38,3,152,18,
567028171556338588,Airy & spacious 1 bed unit with office & outdoors,36384009,Lauren,,Bayside,-37.91323,145.00381,Entire home/apt,,1,1,2022-09-15,0.05,1,0,0,
798316085956724889,New York Warehouse Apartment,22903812,Kris,,Yarra,-37.80310405777271,144.98328212940623,Entire home/apt,,1,0,,,1,0,0,
672579272124695204,Executive Townhouse,276963550,Adrian,,Hobsons Bay,-37.834701570903356,144.85695118411488,Entire home/apt,183,7,0,,,1,71,0,
719940565371504542,Melbourne Central - Luxury Apartment,480258479,Brandy,,Melbourne,-37.81096,144.95997,Entire home/apt,350,1,0,,,1,358,0,
1105281375991032494,Cozy 4BR Home Just Steps Away from Everywhere,231470738,Baofang,,Monash,-37.86945,145.09737,Entire home/apt,240,1,0,,,5,360,0,
21941600,Two-Bedroom Two-Bathroom Superior Apartment,159278017,Spencer Street Apartments,,Melbourne,-37.80941,144.95122,Entire home/apt,1106,2,75,2024-01-20,0.98,5,82,1,
54217267,1 bedroom Outhouse with ensuite and private patio.,208362850,Rujuta,,Maroondah,-37.82655,145.29983,Private room,75,1,42,2024-02-17,1.59,1,356,12,
40828457,1 Bedroom Apt - Next to The Glen Mall,314668017,Guest Service Team At Domi,,Monash,-37.87944,145.16475,Entire home/apt,225,1,784,2024-03-11,15.14,4,357,87,
22641475,The new comfortable apartment,73245883,Rebecca,,Whitehorse,-37.8186,145.15027,Private room,,2,0,,,1,0,0,
990056146909551689,Quick Aces Premium,531172716,Chee Cheong,,Melbourne,-37.81798125490941,144.95644742836723,Entire home/apt,336,1,0,,,2,266,0,
884715977503078958,CBD 2B apt -walk to DFO,254627785,Kathy,,Melbourne,-37.820087754194546,144.942000951978,Entire home/apt,317,1,26,2024-02-25,2.56,14,181,26,
987485174673402594,Hampton Coastal Double Cali Bungalow +Pool/Garage,3721646,Alex,,Bayside,-37.93514206343695,145.0048863243556,Entire home/apt,16,1,0,,,42,55,0,
743845273333518064,Sleek St. Kilda Apartment - Perfect for long stays,399777805,Ana,,Port Phillip,-37.86859,144.98158,Entire home/apt,159,2,55,2024-03-14,3.26,4,83,37,
12654417,Family friendly - opposite park,22219360,Jeff,,Bayside,-37.95455,145.03443,Entire home/apt,,14,0,,,1,0,0,
957541376761390126,La Trobe Street Apartment,433225384,Melbourne Short Stay,,Melbourne,-37.80911513772558,144.96602888660803,Entire home/apt,339,2,1,2024-01-21,0.52,3,257,1,
1082082069180995461,Lakefront big house,551470711,Miki,,Wyndham,-37.89847087864249,144.7539999257088,Private room,88,1,2,2024-02-18,1.87,1,269,2,
20919674,Forget Me Not Cottages-Rose Cottage,15262130,Forget Me Not,,Yarra Ranges,-37.74815,145.6908,Entire home/apt,314,1,12,2024-03-02,2.13,4,360,12,
3168902,Long Term Stay + Private + near Botanical Gardens,1424257,Sharni,,Stonnington,-37.83251,144.98909,Entire home/apt,,180,23,2020-01-28,0.26,1,89,0,
6682842,Large Townhouse in Brighton,34979271,Joel,,Bayside,-37.91417,145.01256,Private room,,2,12,2016-03-23,0.12,1,0,0,
669089091075893454,Domi Rentals - The Eve Homes,45356831,Domi,,Monash,-37.91998,145.12951,Entire home/apt,643,6,3,2023-10-26,0.33,56,345,3,
44631814,"Pool, Spa, BBQ, gorgeous acom for perfect staycay",361237357,Sarah,,Casey,-38.03261,145.35399,Entire home/apt,424,7,44,2024-03-08,1.07,1,330,7,
11484052,Room with a city view,60453319,Abbie,,Yarra,-37.78977,144.97665,Private room,,2,5,2016-05-22,0.05,1,0,0,
13335452,Cosy home close to Dandenong Ranges,66372958,Beck,,Maroondah,-37.83289,145.29195,Private room,,1,0,,,1,0,0,
39705685,London Park Holiday House,51643091,Crystal,,Casey,-37.99598,145.3114,Entire home/apt,380,3,6,2023-12-29,0.19,3,170,2,
38731151,Pride Leisure Tudor House *Bose Cinema 65' SmartTV,34247003,Juliet,,Manningham,-37.78734,145.20751,Entire home/apt,485,3,46,2024-03-03,0.85,51,262,11,
19075523,Stylish 1 bedroom- South Yarra,88236261,Nicole,,Stonnington,-37.83439,144.98819,Entire home/apt,,2,0,,,1,0,0,
1083800590406650211,NEW Amazing Listing in Heart of Elwood!,85200740,Sean,,Port Phillip,-37.87840890987838,144.98493968475236,Entire home/apt,1150,5,0,,,2,136,0,
1087966544620723336,"Bright Modern unit_Walk to shops, beach, uni, hosp",137475395,Monique,,Frankston,-38.133400174525605,145.13176392763853,Entire home/apt,179,1,0,,,1,141,0,
34322311,Ideal North Melbourne pied a terre,37454608,Kathleen,,Melbourne,-37.79923,144.94649,Entire home/apt,,90,2,2019-12-03,0.04,2,0,0,
37687205,3-Airport First Comfortable Room3丽丽民宿近机场,139046187,Roger,,Brimbank,-37.74195,144.80345,Private room,,1,7,2020-02-24,0.13,13,0,0,
29283824,Spacious apartment in the hip area of Melbourne,27919788,Leigh,,Yarra,-37.78453,144.9765,Entire home/apt,,7,1,2019-01-11,0.02,1,0,0,
830084475238733690,Private Room2 20 min CBD city Airport,501741740,Sam,,Wyndham,-37.84239,144.72323,Private room,65,1,3,2023-11-21,0.24,3,78,2,
1095546619377491489,Private room with free parking,456042288,Chel,,Maribyrnong,-37.795437293369325,144.88748941516243,Private room,62,1,2,2024-03-11,2,5,249,2,
1039605300045100949,Domi Rentals - The Iona Townhouse,45356831,Domi,,Monash,-37.92032671038475,145.12763023445854,Entire home/apt,387,14,0,,,56,276,0,
891063290509797728,Family home boasting walkability,72054503,Emily,,Bayside,-37.91055,145.00361,Entire home/apt,,3,0,,,1,0,0,
38055036,Southbank cosy and comfy apartment - B,103309700,Cristhian,,Melbourne,-37.82856,144.96761,Shared room,,1,7,2019-11-16,0.13,2,0,0,
909885646509537547,Student Only Luxurious Studios at Victoria Market,519945528,Ava And Team,,Melbourne,-37.8111,144.95829,Entire home/apt,,7,14,2024-03-06,1.71,3,1,14,
40240470,"Ellesmore, the English Retreat",57959766,Tarq,,Bayside,-37.96211,145.01896,Entire home/apt,,2,0,,,1,0,0,
11280258,On St Kilda Beach w WiFi and Secure Carpark,9173051,Christine,,Port Phillip,-37.86105,144.97313,Entire home/apt,194,1,139,2024-02-18,1.43,5,107,18,
30538307,舒适便捷经济实惠,229142385,Kim,,Stonnington,-37.83603,144.99551,Entire home/apt,,2,2,2019-01-22,0.03,1,0,0,
22005053,The William,21392234,Jeremy,,Melbourne,-37.81572,144.95696,Private room,,2,16,2018-07-20,0.21,1,0,0,
23672332,Your Own Female Only home at Southbnk|Beside Crown,162976064,Happy,,Port Phillip,-37.82864,144.95859,Private room,,1,0,,,1,0,0,
912072684481450936,"Zen house, private zen lounge",24643911,Cornelia,,Bayside,-37.92877,145.02542,Private room,82,1,8,2024-02-22,1.09,1,57,8,
1089582740230382891,Modern Living New Townhouses  Parkview,561627820,Helen,,Maribyrnong,-37.786123629003,144.85425515820367,Entire home/apt,163,2,1,2024-02-18,1,3,169,1,
10708958,The Barn is a very popular Cottage for families.,46524537,Betty Gijsbertha,,Yarra Ranges,-37.86057,145.38661,Entire home/apt,524,2,17,2024-01-01,0.19,3,342,3,
938937440735377750,CBD 2B1B Aptment&balcony&PoolGym,519753539,Fan,,Melbourne,-37.81565133711122,144.95826310027599,Entire home/apt,168,1,29,2024-01-24,3.97,8,52,29,
18248482,A true family home - close to RMIT,126090478,Peng,,Whittlesea,-37.68517,145.05319,Private room,,5,0,,,1,0,0,
3193808,Stylish art home in green oasis,5441513,Cary,,Yarra,-37.77693063239583,144.9867868423462,Entire home/apt,,3,1,2024-02-20,1,1,0,1,
36125708,Cosy accommodation near Dandenong ranges,260722930,Wendy,,Knox,-37.84874,145.28772,Private room,,1,0,,,1,0,0,
53081098,Las Villes House - King Bed/BIG & Cosy Residence,4003668,Beau,,Yarra Ranges,-37.66251,145.51541,Entire home/apt,234,2,22,2024-02-13,0.77,2,10,8,
1072829072881081863,1 comfortable house 1 queenbed & 2 doublebeds,49913788,Muhammad Anas Afiq,,Greater Dandenong,-37.96186730104211,145.18329524826336,Entire home/apt,105,1,0,,,4,140,0,
17757309,Comfort Living 10min to MELAirport & 20min to City,121179149,Chami,,Moreland,-37.69998,144.9093,Entire home/apt,179,2,335,2024-02-24,3.97,3,72,27,
41117665,Scenic Waterfront,310113232,Brandon,,Melbourne,-37.8201,144.93917,Entire home/apt,,2,1,2020-02-05,0.02,2,0,0,
856673652866835478,Grand Prix - Coastal Escape,507378228,Jessica,,Port Phillip,-37.84098320097053,144.9408010678672,Entire home/apt,,2,0,,,1,0,0,
39749380,Melbourne Tower Southbank,139990113,Subodh Kumar,,Melbourne,-37.82483,144.96338,Private room,,1,1,2020-02-09,0.02,1,0,0,
1062541729125296684,Centrally Located Apartment.,554738514,Angelo,,Melbourne,-37.8207,144.96775,Entire home/apt,,1,1,2024-02-21,1,1,0,1,
24308164,"Modern, new guest house-10 min to airport & CBD!",142763336,Monique,,Moreland,-37.72453,144.92312,Entire home/apt,160,2,79,2024-02-19,1.13,1,295,7,
1046857326876677879,Beachside Retreat,124681710,Daniel,,Frankston,-38.11430789010395,145.1265110188149,Entire home/apt,235,2,2,2024-02-26,0.82,1,69,2,
1012709366447397845,Mr. Bean's House in Brunswick - Bedroom 2,519742658,Phan,,Moreland,-37.7683312,144.9652547,Private room,65,1,11,2024-03-05,3.75,4,0,11,
8956494,"Location & Quality, 10m to Airport, Netflix, Pool.",46807748,Dann,,Hume,-37.62595,144.88599,Private room,89,1,289,2024-03-16,2.91,1,329,68,
854573746669244126,Preston Northcote Mod Lux Townhouse 5 bed 5 bath,287235701,MaisonNets,,Darebin,-37.74195,144.99327,Entire home/apt,524,2,16,2024-02-15,1.39,5,342,16,
820397102668485672,Cosy Room in Character-Filled House,1969798,Patricia And Mauricio,,Moonee Valley,-37.76864978733719,144.92685352240187,Private room,75,3,16,2023-11-22,1.21,2,56,13,
858983956547974479,Staycation in Doncaster Brick Family Home,68810966,Amon,,Manningham,-37.78639437179523,145.10877881032496,Entire home/apt,329,2,9,2024-03-16,1.03,39,359,9,
806089427552638330,Private Guest Suite in Lyndhurst,379454473,Jody,,Casey,-38.07843,145.25659,Entire home/apt,137,1,25,2024-02-24,2.70,1,226,25,
644425255814748669,Superior Lakeview Big Holiday Villa  7BRM Wifi BBQ,244502930,Annika & Amon,,Wyndham,-37.90453,144.76248,Entire home/apt,459,2,5,2024-03-14,0.25,62,341,2,
22427504,South Yarra penthouse with a view,164248117,Jamie,,Stonnington,-37.84273,144.99795,Private room,200,1,0,,,1,89,0,
1048761107876088871,84 Floor/Splendid View/free car park/3B/Crown,58377062,GoodLive,,Melbourne,-37.8229226,144.9639272,Entire home/apt,380,2,4,2024-02-13,1.48,15,80,4,
1094667683949841198,Feel like home,502620141,Sampann,,Maribyrnong,-37.7846175,144.8846619,Private room,52,1,3,2024-03-14,3,1,257,3,
28521109,Unwind in a stylish terrace house in Kensington,71069034,Emma,,Melbourne,-37.79259,144.92674,Entire home/apt,169,5,54,2024-03-11,0.82,1,161,20,
9699798,Elwood Californian Bungalow,12626133,Simon,,Port Phillip,-37.88334,144.99099,Entire home/apt,,5,0,,,1,0,0,
5528392,LARGE AND SPACIOUS ROOM,2052776,Alex,,Moreland,-37.73306,144.97101,Private room,,1,0,,,1,0,0,
888236455598957497,Private bedroom in the city,117126026,Alaa,,Melbourne,-37.82817858400238,144.95712744972639,Private room,128,1,0,,,1,362,0,
32709395,Springvale Central,245948721,Kosal,,Greater Dandenong,-37.95438,145.14092,Shared room,,1,0,,,1,0,0,
22886952,"Winton Malvern East
Private area upstairs",147613002,Marion,,Stonnington,-37.87508,145.0662,Private room,85,1,117,2024-03-14,1.57,5,197,3,
15172334,Easy on your budget in East Brunswick!,9780353,Mel,,Moreland,-37.76372,144.97414,Private room,,4,36,2024-03-15,0.40,2,2,1,
6601552,"Cosy, spacious queen bedroom in Maribyrnong",34537295,Bobbie,,Maribyrnong,-37.77351,144.87905,Private room,89,2,21,2024-02-20,0.20,4,361,3,
977995043705250689,Cozy room C5 in a Guesthouse,498644535,Thuy,,Wyndham,-37.88369069343647,144.68475087165717,Private room,53,2,10,2024-03-15,1.67,10,256,10,
1083733796197753597,"Cosy Room in Tarneit, Melbourne.",560233712,Bill,,Wyndham,-37.82029734852221,144.6853425991915,Private room,50,1,3,2024-02-26,2.81,1,266,3,
45265622,Newly and Modern Home with Comfort Sunroom,244502930,Annika & Amon,,Wyndham,-37.89352,144.71886,Entire home/apt,435,2,4,2024-01-03,0.10,62,337,2,
859935693503067804,Bedroom by Airport,126914673,Yas,,Hume,-37.67697,144.90873,Private room,50,7,2,2024-03-02,1.20,9,64,2,
975775848305953419,One-bedroom South Yarra hideaway,313692090,Lucinda,,Stonnington,-37.8363968,144.992017,Entire home/apt,116,30,3,2024-01-29,0.50,2,61,3,
1001063308826110618,Elegant 1-Bed by Shops with Rooftop Swimming Pool,279001183,MadeComfy,,Darebin,-37.74833,145.00181,Entire home/apt,205,3,5,2024-03-03,1.10,289,344,5,
1070654640979488788,5#Triple - Renovated Share House near Airport!,112005689,Matthew,,Moreland,-37.69571028278254,144.92444982416592,Private room,169,1,1,2024-02-16,0.94,10,268,1,
556269610552553916,3 bedroom apartment in Chadstone,117334026,Tamara,,Monash,-37.87692196812626,145.09455818587608,Entire home/apt,163,3,23,2024-03-15,2.35,1,115,23,
46934786,SKYGARDEN LUXURY APT GLEN *2BD*2BTH*FREE CAR PARK,60650592,Albert,,Monash,-37.87665,145.16375,Entire home/apt,241,1,74,2024-02-03,1.89,5,332,17,
752357885030925948,Seaford Serenity by the Sea,17634490,Property Mums,,Frankston,-38.09352834237761,145.12478632531347,Entire home/apt,446,2,8,2024-03-03,0.56,42,355,7,
3061304,Melbourne CBD Apartment  Lt Collins St,15579835,Loris,,Melbourne,-37.81501,144.96076,Entire home/apt,111,3,236,2024-03-14,1.98,1,149,38,
4175175,Darebin Parklands/serenity & views,11022443,Margaret,,Darebin,-37.77233,145.03655,Private room,,2,25,2017-04-21,0.22,2,0,0,
612755619378780030,Warm Double Bed Bedroom for Rent Full Furniture,454474512,Xidan,,Moonee Valley,-37.76969,144.90456,Private room,50,30,8,2022-06-12,0.35,2,365,0,
910668019691182411,City Edge Bundoora~up to 6ppl~pets welcomed,391355568,Serge,,Banyule,-37.70455,145.07424,Entire home/apt,225,5,2,2023-12-02,0.37,2,347,2,
48962534,Nirvana Retreat,44380528,Homes For Holidays,,Frankston,-38.16287,145.16321,Entire home/apt,306,1,22,2024-01-05,0.87,1,357,6,
997488438284691522,Cute room beautiful apartment,4231449,Michal,,Moreland,-37.75890306826551,144.9434326225699,Private room,88,2,8,2024-03-11,1.62,1,165,8,
12910225,near boxhill& doncaster beautiful private room,19776914,Corinna,,Whitehorse,-37.80142,145.10999,Private room,,365,0,,,1,362,0,
18907361,Pulse apartment in the hearth of St Kilda,60833539,Filip,,Port Phillip,-37.86385,144.98233,Entire home/apt,,2,3,2017-06-19,0.04,1,0,0,
32774794,Bay-side 1 bed Apartment,68343720,Paul,,Bayside,-37.92965,145.01372,Entire home/apt,,1,9,2019-03-31,0.15,1,0,0,
39676416,Very close to train station and box hill city.,280024895,Turi,,Whitehorse,-37.81829,145.14271,Private room,,7,2,2019-12-10,0.04,3,0,0,
41439072,Charming 3BR furnished townhouse *Inner city oasis,215954615,Tianwei,,Hobsons Bay,-37.85618,144.88326,Entire home/apt,,2,1,2020-01-28,0.02,1,0,0,
43500514,Chill Vibes,92611360,Kali,,Frankston,-38.12467,145.15466,Private room,,31,1,2020-06-25,0.02,1,0,0,
772193311632968280,Stylish 1B sky high Central Melb,336024093,Aland,,Melbourne,-37.80977094735781,144.95966805767216,Entire home/apt,,1,8,2023-01-17,0.52,1,0,0,
983484351337532134,Seaside Villa,125086120,Holly,,Port Phillip,-37.881512104540995,144.98278043952112,Entire home/apt,418,1,6,2024-01-01,0.99,8,26,6,
583921786934660451,The Slate House,449835757,The Weekend Escape,,Yarra Ranges,-37.70608,145.56229,Entire home/apt,708,2,25,2023-11-25,1.11,7,364,3,
36243230,Platinum City-One Bedroom Superior,126663094,Phoenix,,Melbourne,-37.81181,144.95928,Entire home/apt,173,1,378,2024-03-01,6.69,6,325,59,
977288508607631633,Cozy room C2 in a Guesthouse,498644535,Thuy,,Wyndham,-37.88424760968525,144.68380969617922,Private room,52,2,12,2024-03-14,2.00,10,269,12,
4503789,"Architects Residence, Love & Lewis.",22176940,Nigel,,Stonnington,-37.84838,144.99426,Entire home/apt,,3,23,2017-01-02,0.20,1,0,0,
23529866,Beautiful Bayside Living,175783355,Mary,,Bayside,-37.98096,145.05215,Private room,120,1,2,2019-12-26,0.03,1,179,0,
616845621540373066,Tranquil open plan retreat overlooking bush land,456714283,Rachel,,Maroondah,-37.765789,145.28096,Entire home/apt,111,2,72,2024-03-09,3.34,1,339,38,
1070665826362261064,7#4people - Renovated Share House near Airport!,112005689,Matthew,,Moreland,-37.695676278753915,144.92425391808925,Private room,229,1,1,2024-02-18,1,10,269,1,
1060042682727324994,Cosy Townhouse in Maidstone,88037651,Carlo,,Maribyrnong,-37.786986996533386,144.87052586858258,Entire home/apt,172,2,0,,,1,249,0,
914778639793126980,"Lovely 2BR w/ Parking, Pool & Gym! - 350m to Beach",477815410,James,,Port Phillip,-37.84212,144.93913,Entire home/apt,373,2,22,2024-02-28,2.49,51,97,22,
993689202410339858,Newly Renovated Queen Room,432784673,Roger,,Yarra Ranges,-37.7546458,145.3641731,Private room,153,1,12,2024-03-08,2.29,7,169,12,
790339938680636515,Private Room near CBD,27391181,Kunal,,Port Phillip,-37.834570325385286,144.97023607766835,Private room,95,1,11,2023-12-07,0.74,2,78,9,
16509387,private room Southbank apartment,70793555,Fiona,,Melbourne,-37.82172,144.96465,Private room,114,1,4,2022-10-10,0.19,10,360,0,
9650067,Le Petit Beret suite,49890374,Tanya And Tim,,Frankston,-38.11175010604302,145.15581372257117,Entire home/apt,212,2,2,2020-01-19,0.02,1,130,0,
