id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
824768803916482240,Quirky Hideaway • Central Prahran • + Free Parking,471175881,Holly,,Stonnington,-37.84942344782913,144.99084442449902,Entire home/apt,114,1,70,2024-02-29,5.48,2,79,68,
1089016867874253029,Nice room suitable for Girls,340154122,Quoc My,,Melton,-37.7489067489239,144.7370310820098,Private room,61,3,1,2024-02-18,1,13,82,1,
686006055881123684,Beautiful spacious  5 bedroom home in clyde,111458159,Alice,,Casey,-38.12131,145.34033,Entire home/apt,261,3,37,2024-03-07,2.13,8,76,23,
38390665,Alsace - Bespoke Tiny Home,112626221,Ivana,,Yarra Ranges,-37.64634,145.53861,Entire home/apt,217,2,54,2024-01-07,1.00,14,338,14,
22183766,"Altona Beach Pad. Short walk - Shops, Beach & Lake",64973861,Janine,,Hobsons Bay,-37.86527895772508,144.83834059715056,Private room,94,2,37,2024-03-08,0.50,2,73,12,
906221883782793232,Kookaburra Estate,86594230,Emily,,Yarra Ranges,-37.9157236,145.3526112,Entire home/apt,246,2,5,2024-02-24,0.81,1,51,5,
968665573468133410,South Yarra Oasis 1BR+Amenities,491767522,Johnny,,Stonnington,-37.83671553509541,144.9950486122201,Entire home/apt,223,2,6,2024-02-15,2.34,1,359,6,
38026303,South Melbourne Double Storey Terrace Gem,3721646,Alex,,Port Phillip,-37.83367,144.9546,Entire home/apt,355,21,6,2021-03-28,0.11,42,351,0,
798640386149978874,Iconic Sanctuary Lakes 2: Free Parking & Netflix,265712790,Vince,,Wyndham,-37.90387,144.77202,Private room,59,2,7,2023-07-02,0.49,4,176,2,
642275329788387586,Fernhem Cottages- Love in the Mist,68286318,Holley,,Yarra Ranges,-37.90343,145.44388,Entire home/apt,240,2,14,2024-01-25,0.95,1,310,12,
1052499649649176271,Art deco delight with courtyard,378504140,Chris,,Port Phillip,-37.8661559,144.9951207,Entire home/apt,162,2,10,2024-03-15,4.00,1,34,10,
21541316,Josephine Bed & Breakfast,156596380,Paul,,Melton,-37.5836,144.62644,Entire home/apt,200,1,282,2024-02-29,3.65,1,298,28,
640571480143980040,"Bedroom B 
Co-Host Brian",216345567,Keong,,Brimbank,-37.78138,144.76535,Private room,55,1,44,2024-02-19,2.06,2,84,39,
874386804431164478,Bright & Airy 2BR with view. Free Wi-Fi & Parking,185444680,Natalia,,Melbourne,-37.820727,144.9422649,Entire home/apt,231,2,28,2024-03-05,2.61,11,145,28,
30257532,"Top Ensuite with AC,  Self Check in, Netflix TV",190508760,Lyss,,Monash,-37.92441,145.16607,Private room,86,1,79,2024-02-18,1.22,4,92,8,
1025730096385391299,Carnegie Character:Cheerful Private Room & Ensuite,56913073,Meenakshi,,Glen Eira,-37.88753,145.04725,Private room,99,1,5,2024-02-18,1.33,1,165,5,
940113870967216966,Lovely Ensuit in Glenroy,106864098,Peter,,Moreland,-37.7035963486333,144.90884235447336,Private room,126,1,0,,,1,269,0,
39587946,Two double bedrooms with a  shared sitting room.,151331698,Kathryn,,Maroondah,-37.81335,145.22748,Private room,125,2,1,2024-01-29,0.60,2,137,1,
976289902821725330,Rainy Hill Retreat - The Cottage,116166058,Samantha,,Cardinia,-37.9171934,145.5122458,Entire home/apt,170,1,14,2024-03-15,3.65,2,211,14,
21949257,Beautiful Large Apt in the Heart of Chapel Street,22974325,Monique,,Stonnington,-37.85055,144.99302,Entire home/apt,,1,1,2018-01-10,0.01,1,0,0,
695047294891076372,1 Spacy Ensuite  bedroom in Noble Park VIC,58426685,Binh,,Greater Dandenong,-37.9603592,145.169582,Private room,77,1,18,2024-02-03,0.94,1,340,14,
2998252,Private Double Room in Melbourne CBD,7063206,Dene,,Melbourne,-37.81288,144.95406,Private room,,5,9,2016-09-04,0.09,1,0,0,
935918908559549195,Sea Breezes: 1 Bedroom Unit,74505645,Melitta,,Bayside,-37.97825113794242,145.01965987436657,Entire home/apt,115,3,4,2024-01-31,0.68,1,38,4,
4890500,Cute 1BD home with private garden,25161327,Monica,,Darebin,-37.78233,145.01846,Entire home/apt,,14,2,2015-02-28,0.02,1,0,0,
6785764,Private Room in Modern Apartment,26021349,Nihal Christopher,,Melbourne,-37.81723,144.98482,Private room,,1,0,,,2,0,0,
7331746,Two bedroom apartment Melbourne Cbd,31586948,Eddie,,Melbourne,-37.81943,144.95752,Entire home/apt,,30,0,,,1,0,0,
43064611,Winton,147613002,Marion,,Stonnington,-37.8744,145.06649,Private room,85,1,61,2024-03-09,1.32,5,295,29,
15652037,Kallista Boutique 2BR Apartment - Dandenong Ranges,217127973,Daniel,,Yarra Ranges,-37.88318,145.37154,Entire home/apt,150,2,185,2024-03-09,2.08,1,307,31,
664772487621158369,"Very Large, 2 bedroom family home for 5 people",456389805,Kayhan,,Boroondara,-37.80962694333322,145.05075254232787,Entire home/apt,180,5,14,2023-11-06,1.17,1,203,14,
7207458,Furmston House,24986985,Shasta,,Yarra Ranges,-37.65477,145.51526,Entire home/apt,333,1,75,2024-02-26,0.81,2,291,18,
13417006,New St Kilda Jnct apartment with panoramic views,76450298,David,,Port Phillip,-37.85866,144.9841,Entire home/apt,,3,59,2021-04-05,0.64,3,0,0,
13550479,Middle Park sanctuary,26510404,Aisling,,Port Phillip,-37.84986,144.96053,Private room,,1,0,,,1,0,0,
16979642,Private Double Bed near Seaford Beach,43466082,Lana,,Frankston,-38.12199,145.13016,Private room,,14,64,2019-02-04,0.75,1,0,0,
934392167187882636,Pet Friendly Ringwood 3BR Home Parking Netflix,244502930,Annika & Amon,,Maroondah,-37.80578123664153,145.24334143354102,Entire home/apt,236,2,1,2023-11-05,0.22,62,296,1,
1061397421207919628,Entire Townhouse on Spray,176330571,Sarah,,Frankston,-38.13356806968914,145.13634559088013,Entire home/apt,225,2,2,2024-02-15,1.36,1,279,2,
674085415823460174,Charming 4 bedrooms house in Truganina /W/L,292747395,Jay,,Wyndham,-37.8554959,144.7497427,Entire home/apt,179,3,3,2023-10-06,0.20,1,361,2,
21853167,Cozy Bedroom near CBD,141487921,Farzad,,Moonee Valley,-37.78607,144.93797,Private room,,1,0,,,2,0,0,
21069595,New 2 bedroom apartment in the heart ofcamberwell,150514440,Lisa,,Boroondara,-37.83648,145.05799,Entire home/apt,,1,1,2017-10-01,0.01,1,0,0,
24234222,Twin Room With Ensuite,182700888,Ann,,Stonnington,-37.85682,144.9926,Hotel room,,1,1,2020-01-01,0.02,17,0,0,
41271396,62OnGrey St Kilda Serviced Apartments,321094035,SixtyTwo,,Port Phillip,-37.86227,144.97893,Private room,96,1,6,2021-12-09,0.12,9,85,0,
700191061216050907,StayCentral - Boulevard Gardens (Coburg),4177728,StayCentral,,Moreland,-37.7403025,144.9723059,Entire home/apt,295,3,8,2024-02-19,0.50,28,336,7,
628035654673680001,Modern Clean 1 BR near Monash (2),8321728,Kih,,Monash,-37.920982360839844,145.13980102539062,Entire home/apt,201,4,14,2024-02-26,0.64,2,118,6,
51869110,Parklands,420168075,Geoff,,Yarra Ranges,-37.7546,145.30954,Entire home/apt,350,10,11,2023-12-18,0.38,1,362,3,
15275258,"South Yarra sanctuary, great location",38194647,Simon And Niamh,,Stonnington,-37.84104,144.99747,Entire home/apt,,2,6,2018-01-27,0.07,1,0,0,
50450734,Nordic Urban Escape steps to Melbourne Central,154877871,Justin,,Melbourne,-37.81205,144.96177,Entire home/apt,230,2,72,2024-02-21,2.23,57,342,28,
38879615,103-Airport’s First Rest Room103墨尔本机第一民宿近商圈市区,139046187,Roger,,Moonee Valley,-37.75656,144.91581,Private room,,3,2,2019-11-28,0.04,13,0,0,
41090060,2Bed 2Bath Minimalist Apartment in CBD CBD雙房簡約風格公寓,321322643,Panda,,Melbourne,-37.80686,144.96082,Entire home/apt,,3,0,,,11,0,0,
29096470,D112 Braybrook Central Stay-Great Getaway,122979750,Dee,,Maribyrnong,-37.7862,144.85869,Entire home/apt,361,5,29,2024-01-25,0.52,31,336,3,
29141158,Night Docklands,21678601,Yu-Xing,,Melbourne,-37.81558,144.94808,Private room,97,2,73,2024-02-06,1.16,3,15,28,
1032091075886412475,Rustic warmth and bohemian charm,474422613,Steffi,,Yarra Ranges,-37.7497871,145.695101,Entire home/apt,240,7,0,,,1,145,0,
821197148303021558,Private room in Brunswick West,46491496,Andy,,Moreland,-37.753989965444696,144.94964666137696,Private room,70,2,34,2024-02-27,2.60,1,9,32,
993117994140605264,The Lane Way,238414448,Ness,,Hobsons Bay,-37.8598458598614,144.88913447644853,Entire home/apt,139,2,6,2024-03-03,1.37,1,0,6,
21951317,"Etihad Stadium Apartment, City&Harbour View!",160246210,Yvonne,,Melbourne,-37.81362,144.94804,Entire home/apt,,1,18,2018-03-21,0.24,1,0,0,
949642331091698782,南岸皇冠附近的整套公寓,120023759,珊珊,,Melbourne,-37.82630030781194,144.9612208458026,Entire home/apt,139,2,5,2024-01-23,0.88,3,25,5,
5363839,Animal Land Settlers Run,27805462,Laurie,,Hume,-37.62885,144.74797,Entire home/apt,391,1,7,2024-01-08,0.07,4,362,1,
1004099445857139963,靠近海边富人区交通方便经济价格烧饭 洗衣 非常方便 有个户外小院,488597599,Xiucong,,Glen Eira,-37.91056,145.04437,Shared room,39,3,5,2024-02-25,1.18,19,0,5,
17351934,Cosy/safe home for longer stays!,117243387,Greg,,Manningham,-37.7769,145.1219,Private room,80,1,0,,,1,364,0,
6485978,"Brand new apartment, Chapel Street",33893415,Lizzie And John,,Stonnington,-37.84747,144.99078,Entire home/apt,,7,2,2015-07-19,0.02,1,0,0,
883249317040566907,American breakfast,420047709,Ann,,Casey,-38.09452,145.29483,Shared room,164,1,0,,,6,89,0,
6576113,Large room in inner city Melbourne,22215359,Angela,,Yarra,-37.81856,145.00658,Private room,,1,0,,,1,0,0,
1040834404677376540,In beautiful Brighton & spacious,506402644,John,,Bayside,-37.93170604597807,145.01660823798736,Private room,,3,5,2024-02-20,1.56,3,0,5,
1017714163250678469,Tranquil 4-Bedroom Oasis,489176486,William,,Manningham,-37.77743709023864,145.13070979792553,Entire home/apt,299,1,1,2024-02-24,1,4,172,1,
1074432065362960401,3BR Townhouse w Rooftop,4071975,Alison,,Melbourne,-37.805723936586446,144.9501394852996,Entire home/apt,510,2,0,,,1,16,0,
30258672,Homely Studio Room in Greensborough,56433334,Eunice,,Banyule,-37.70991,145.09497,Entire home/apt,80,1,69,2024-03-08,3.85,1,1,51,
13604654,"A studio room, 4km from City& walk to tram, train",78698731,Tj,,Moonee Valley,-37.78448,144.92067,Private room,59,1,84,2024-03-02,0.93,5,292,22,
1321215,Stone's Throw Cottage B&B Belgrave,717024,Margaret,,Yarra Ranges,-37.90742,145.35068,Entire home/apt,220,2,26,2023-01-02,0.23,2,339,0,
19533222,East Retreat Refresh & Recharge,137198559,Julie,,Yarra Ranges,-37.74710425211137,145.73352780539327,Entire home/apt,184,2,143,2024-01-13,1.81,1,347,16,
50832667,Beechmont Garden Retreat,410939781,Cherrie,,Yarra Ranges,-37.8762,145.38329,Entire home/apt,1010,2,22,2024-01-28,0.80,1,337,6,
24578919,Maribyrnong double bedroom,34537295,Bobbie,,Maribyrnong,-37.77264,144.8793,Private room,77,2,28,2024-02-20,0.39,4,361,8,
1065374834517098426,Inca Way Coburg 2 Bedroom Gem,9633924,Danny,,Moreland,-37.7456912,144.9668137,Entire home/apt,139,2,7,2024-03-11,3.18,14,257,7,
672968303423770934,22-Comfy apt/pool Gym/Heart CBD,477181521,Sam,,Melbourne,-37.81049,144.96062,Entire home/apt,282,1,73,2024-01-27,3.66,46,71,30,
31274157,FIFTS03/InnerCBD/1Min-Station/Free Pool&Gym,162316655,Harriet,,Melbourne,-37.81418,144.95529,Entire home/apt,130,1,196,2024-02-29,3.12,33,69,40,
703222652172276037,Clean and cosy room for one.,112830154,Tammy,,Maroondah,-37.791120966075326,145.22863928228617,Private room,49,1,53,2024-03-14,3.08,3,287,29,
838624448641746927,"Great outdoor area, Near Gin Distillery.",503606526,Brent,,Yarra Ranges,-37.65806,145.50969,Entire home/apt,395,3,10,2024-02-17,0.91,1,276,10,
785615159906431302,Dandenong Ranges Charming Escape,3929223,Lauren,,Yarra Ranges,-37.91278,145.37446,Entire home/apt,175,3,9,2024-02-19,0.60,2,80,6,
1033173421893775340,Brunswick Heart 2B2B Free park,528553390,Leona,,Moreland,-37.76218419943552,144.9614626767212,Entire home/apt,257,2,1,2023-12-29,0.38,6,37,1,
42183163,Modern 3 Bedroom Townhouse at St. Albans Station.,329911959,Toan,,Brimbank,-37.74981,144.80025,Entire home/apt,180,2,82,2024-02-28,3.76,2,341,29,
706623855856482421,Unique private ensuite room in family house,472869154,Evariste,,Whittlesea,-37.66111,145.05355,Private room,70,1,5,2024-02-16,0.29,2,362,3,
40933466,Sleeps 1. Wifi. Parking No permits,26722349,Shannon,,Hobsons Bay,-37.84338,144.87175,Entire home/apt,100,5,13,2024-02-28,0.48,4,325,6,
7957794,Private room in a beachfront apartment,41965823,Samantha,,Port Phillip,-37.87136,144.97738,Private room,153,1,136,2024-02-24,1.33,2,358,28,
33251977,Social Crib,209146046,Aytac,,Greater Dandenong,-38.0038,145.14505,Entire home/apt,250,1,1,2019-07-09,0.02,1,179,0,
29996617,Lovely private room in a 2 bedroom apartment,1705701,Veruschka,,Boroondara,-37.81111,145.06526,Private room,160,1,0,,,1,365,0,
1104193043976693321,Fitzroy 2 cosy rooms under 1 roof Wi-fi & Parking,404677229,John,,Yarra,-37.7997923,144.9769509,Entire home/apt,192,1,0,,,12,255,0,
29136915,Reservoir Garden Room,6821394,Rory,,Darebin,-37.7212,144.99989,Private room,76,2,24,2024-02-26,0.39,1,6,7,
31843282,Unit with lot's of sunlight & space!,3060175,Joel,,Darebin,-37.70271,145.01491,Private room,28,14,2,2023-06-07,0.08,1,221,1,
7670947,Beautiful Top Floor Art Deco Studio - East Melb,34869713,Brodie,,Melbourne,-37.81378,144.98628,Entire home/apt,138,2,110,2024-03-15,4.08,1,94,41,
42777121,免费停车 两房两卫,321322643,Panda,,Melbourne,-37.82978,144.96852,Entire home/apt,,3,2,2020-11-29,0.04,11,0,0,
46898591,Comfortable and spacious at the tip of the town,13833033,Jo,,Yarra,-37.80185,144.9764,Entire home/apt,156,2,109,2024-03-15,2.77,2,84,44,
1084197405088842983,Extra Large 2B2B1C Apartment - near Southern Cross,95967727,Elaine And Ben,,Melbourne,-37.81441450000001,144.9539107,Entire home/apt,300,2,2,2024-02-18,1.71,1,77,2,
843634427402888809,St Kilda Manhattan style loft,32676344,Joseph,,Port Phillip,-37.8592459,144.9787166,Entire home/apt,193,1,17,2024-02-24,1.42,1,293,17,
868488873130260537,Luxurious Private RoomQB in a Modern Share House#5,190395048,Bud,,Whittlesea,-37.6978,145.04584,Private room,62,5,1,2023-09-01,0.15,2,47,1,
17867826,"Newport Cottage, 5 guests 7 day min stay. Wifi.",26722349,Shannon,,Hobsons Bay,-37.84512,144.87388,Entire home/apt,320,4,55,2024-02-22,0.65,4,359,5,
4987688,Dingleigh of Sassafras,25713614,Pete,,Yarra Ranges,-37.865307,145.357559,Entire home/apt,457,2,87,2024-02-25,0.80,2,360,12,
899482602541579355,Perfect walking location,313653967,Marc,,Casey,-38.02812,145.34752,Shared room,304,1,0,,,1,358,0,
41773736,Garden Beach house,10028403,Simon,,Hobsons Bay,-37.82739,144.88062,Entire home/apt,357,5,6,2024-02-18,0.43,1,173,5,
6717652,Stunning family home in Melbourne,28727962,Sian,,Darebin,-37.77562,145.02254,Entire home/apt,,5,3,2023-07-06,0.03,1,0,1,
801144652223351071,URBAN PARK OASIS ~ Modern Pad just off Greville St,157440306,Oliver,,Stonnington,-37.8490739,144.9930914,Entire home/apt,156,1,37,2024-03-16,4.32,1,181,37,
994440489440970640,The Greenery Room 1!,46675064,Tomek,,Darebin,-37.71331,145.03699,Private room,65,1,6,2024-02-20,1.15,2,188,6,
893002126659817532,Cosmo Corner—Tranquil Vibes over South Melbourne,496941607,Audrey And Willem,,Port Phillip,-37.82998,144.97108,Entire home/apt,228,2,16,2024-02-29,1.73,38,336,16,
24894774,Lakeside Five Star Luxury with Uninterrupted Views,299609324,Matthew,,Port Phillip,-37.85272,144.97972,Entire home/apt,494,3,143,2024-03-10,2.02,28,338,17,
1060397895964048439,The Paris Apartment,104714809,Jessica,,Melbourne,-37.80975793205113,144.97270244942592,Entire home/apt,230,2,7,2024-03-16,3.44,2,244,7,
904009670916439513,Cozy WSP 3B2B Balcony Apa@Southern Cross,350602650,Jiao,,Melbourne,-37.8151541419815,144.95327220942144,Entire home/apt,502,1,14,2024-02-29,1.52,11,61,14,
987671561996358746,Brand new house - Modern home in great location,500548315,Hao,,Brimbank,-37.77885724779317,144.83542140382926,Entire home/apt,307,2,8,2024-03-05,1.40,5,337,8,
31081692,City Oasis,193314848,Cathy,,Melbourne,-37.80504,144.96797,Entire home/apt,,2,86,2020-04-18,1.35,2,0,0,
40621640,Modern 2BR 2BT w Parking | Netflix | WiFi | Views,314923704,Adam,,Melbourne,-37.82767,144.9567,Entire home/apt,,5,0,,,1,0,0,
745801424460120429,Cosy Marina Apartment with Bay Views,86802295,Thuy,,Wyndham,-37.9653,144.70685,Entire home/apt,350,2,2,2023-10-21,0.14,1,365,1,
28188357,"Beachside serenity, bayside bliss.",335140,Geoff,,Kingston,-38.05879,145.11878,Private room,115,2,64,2024-01-14,0.96,1,89,2,
10109273,Maximalist wonderland on world's coolest street,31781988,Jonathan,,Yarra,-37.8039918,144.9836718,Entire home/apt,262,2,60,2024-03-16,3.59,1,143,55,
1000508885129691190,Luxury Apartment Southbank,95187446,Sebastian,,Melbourne,-37.82965,144.96859,Entire home/apt,135,1,0,,,1,151,0,
20274961,Balwyn North Home in beautiful Melbourne suburb,15365269,Karen,,Boroondara,-37.8032,145.1015,Private room,52,90,0,,,1,280,0,
19023326,Seaview Room&Private Bathroom near Southerncross,48014171,Chrissy,,Melbourne,-37.8137,144.94787,Private room,89,1,133,2024-03-17,1.61,1,273,38,
12157461,Nice bright big room!,65288091,Sophie,,Kingston,-37.97091,145.0756,Private room,83,3,20,2023-09-09,0.21,2,60,5,
52694556,HDSTT14/InnerCBD/1Min-Station/FREE(Pool/Gym/Tram)B,162316655,Harriet,,Melbourne,-37.815,144.95367,Entire home/apt,129,1,55,2024-01-27,1.86,33,50,20,
1090109546028504452,Mud Crab: Luxury Fairfield Home.,12456494,Alex,,Darebin,-37.77588,145.01765,Entire home/apt,263,3,0,,,1,238,0,
43359583,180’ city and sea view in Modern apartment,98114734,Am,,Port Phillip,-37.83117,144.95044,Entire home/apt,,1,9,2022-08-21,0.41,4,0,0,
17782481,Dudley's,26489011,Jennifer,,Yarra,-37.79068115764129,144.99920771328888,Entire home/apt,150,2,136,2024-03-12,1.60,1,123,25,
1095126923195279599,Beachfront Port Melbourne,14395908,Belinda,,Port Phillip,-37.84309,144.93743,Entire home/apt,607,1,0,,,1,267,0,
21750782,Beach Cottage Best Location near Beach and Shops,4491277,Jan,,Bayside,-37.96658,145.01862,Entire home/apt,400,6,33,2024-01-23,0.54,1,322,3,
764022041302252015,Apartment in the Heart of Glen Waverly,93391912,Charlotte,,Monash,-37.87981,145.16452,Entire home/apt,285,3,22,2024-02-28,1.44,39,128,18,
7778211,Comfortable Townhouse.,40920878,Robert,,Stonnington,-37.86392,145.02398,Private room,95,2,85,2024-03-02,0.83,1,347,8,
696717847574086901,"Warm and Leafy Apartment with pool, gym & sauna",44137183,Cheryl,,Melbourne,-37.83088,144.96748,Entire home/apt,267,2,46,2024-03-08,2.74,2,274,37,
53832426,HDSTS16b/InnerCBD/1Min-Station/FREE(Pool/GYM/Tram),162316655,Harriet,,Melbourne,-37.81638,144.95241,Entire home/apt,129,1,18,2023-12-31,0.70,33,70,5,
587817718670062587,The heart of South Melbourne,386976312,Mark,,Port Phillip,-37.84035,144.96098,Entire home/apt,2286,4,7,2022-07-07,0.30,1,31,0,
1004451122006461720,Classic Comfy: Spacious Two-Bedroom & kitchenette,526588395,Rowville,,Knox,-37.93048932307974,145.23259802632458,Private room,248,1,0,,,6,315,0,
1028685834460987058,Werribee gem,3914897,Oliver,,Wyndham,-37.89528176895561,144.642853214535,Entire home/apt,150,3,3,2024-01-07,1.00,1,119,3,
912034698333431983,Stay @ 156,408254495,Ann-Maree,,Yarra Ranges,-37.889258270042944,145.4273108392954,Entire home/apt,220,1,6,2024-02-17,0.79,1,362,6,
46449818,Spacious and Modern Carlton North Studio Flat,151275029,Stephen,,Yarra,-37.78075,144.9737,Entire home/apt,108,5,36,2023-07-19,0.94,1,32,3,
25950140,Comfy and bright apartment ...when location counts,13833033,Jo,,Yarra,-37.79833,144.98179,Entire home/apt,146,2,137,2024-03-12,1.96,2,121,46,
42440011,Box Hill 温馨小屋 Room 2,337851510,Lily,,Whitehorse,-37.80836,145.12767,Private room,73,1,57,2024-03-12,2.11,2,358,28,
942584094728932891,Chic Studio in the Heart of Melbourne,13020085,Ange,,Melbourne,-37.81264,144.95157,Entire home/apt,131,2,19,2024-02-21,2.79,5,204,19,
876547677285245416,All You Need HOME - Reservoir,511492872,Vittoria,,Darebin,-37.70523,145.01437,Private room,91,1,6,2024-03-15,0.56,1,357,6,
937073018568837668,CBD Boutique in Budget for Solos,84621406,Jay,,Melbourne,-37.8103818,144.9638079,Private room,82,2,45,2024-03-17,5.79,1,282,45,
954252101875028536,Kensington Townhouse 3BR,530192419,Sarah,,Melbourne,-37.788959564018754,144.9241297999613,Entire home/apt,543,1,4,2024-03-10,2.67,1,263,4,
6562518,Top Loc Period 2 story terrace house Inner city,554846,Camilla,,Melbourne,-37.79357,144.92899,Entire home/apt,250,3,27,2023-04-30,0.34,1,81,2,
702001364072058865,Brilliant Location - True South Melbourne,2058617,Stay With Style,,Port Phillip,-37.834192613415176,144.95956690629308,Entire home/apt,383,2,3,2024-02-19,0.25,6,33,2,
9780901,15 minwalk to MCG,50421680,Emma,,Stonnington,-37.83534,144.9927,Private room,200,1,0,,,1,3,0,
833122780691241776,Toorak Whitehouse 3Grand King Bedrooms  Big Garden,52491088,Royal Executive Living,,Stonnington,-37.83805129447703,145.00985484570265,Entire home/apt,473,2,4,2024-01-27,0.40,4,344,4,
28035759,Stunning Melbourne CBD Apartment,211773115,Anna And Will,,Melbourne,-37.80879,144.95993,Entire home/apt,189,3,158,2024-03-02,2.34,1,87,24,
53757465,Art Deco cutie in the Golden Mile,14984569,Cobbity,,Port Phillip,-37.88845,144.98636,Entire home/apt,125,2,45,2024-02-17,1.65,1,343,7,
585942288088361572,Spacious&Cozy 2 bedroom City Point Melbourne Apt,157873105,Aaron,,Melbourne,-37.81583,144.95335,Entire home/apt,394,2,68,2024-03-02,3.16,45,37,29,
50182288,Central Melbourne Studio Apartment,310343216,Kylee,,Melbourne,-37.81245,144.9525,Entire home/apt,111,1,7,2024-02-25,0.43,24,246,4,
920812742356964070,Stay in Clyde North,254031503,Wickrama,,Casey,-38.100948955698456,145.33393293916146,Private room,200,1,0,,,1,270,0,
4292023,A warm & welcoming home awaits you,22282196,Manorani,,Moreland,-37.77152,144.96213,Private room,,3,0,,,1,0,0,
705338281295001440,Beachfront at Bonbeach — A Coastal Lifestyle Gem,170651187,Sam,,Kingston,-38.065008,145.1183795,Entire home/apt,389,2,51,2024-03-14,2.83,5,351,31,
890202905328887840,Quiet sunny room in balwyn north,230633215,Fan,,Boroondara,-37.79138814351734,145.0919698577752,Private room,44,1,12,2024-01-26,1.19,4,250,12,
24254888,Deluxe Triple Room With Own  External Bathroom,182700888,Ann,,Stonnington,-37.85361,144.98896,Hotel room,140,1,2,2018-07-15,0.03,17,0,0,
946512351057990955,5 Days Stay Like 5 Stars Hotel in Melbourne CBD,391071197,Vicky,,Melbourne,-37.806753913525014,144.96676906491408,Private room,85,5,8,2024-03-08,1.19,7,82,8,
7100310,Windsor Palace Private Room,14309325,Brad,,Stonnington,-37.85265,144.98439,Private room,,1,2,2015-07-23,0.02,1,0,0,
959631987648742966,"City View Luxury Apartment with Pool, Parking, Gym",19767662,Emma,,Melbourne,-37.8293312285675,144.96711283415476,Entire home/apt,271,2,16,2024-03-10,2.31,1,343,16,
618968359917581935,Fernbrook: Luxurious country retreat,95100279,Sasha,,Cardinia,-37.9513,145.5029,Entire home/apt,487,1,33,2024-03-17,1.47,6,308,14,
42049773,Fully Equipped 1BR Apartment near Box Hill,70434581,Mont,,Whitehorse,-37.81463,145.10635,Entire home/apt,287,1,6,2022-12-17,0.22,4,355,0,
987249145404400932,1. Super King room - Free Breakfast - Kid Welcome,159416955,Tien,,Stonnington,-37.87726,145.05619,Private room,69,1,13,2024-03-11,2.38,5,0,13,
696851607782582506,Cozy 2 Bedroom Apartment in Southbank,138649185,Apac,,Melbourne,-37.82255,144.96331,Entire home/apt,725,3,1,2023-04-03,0.09,34,349,1,
46568137,Lovely 2 bed house with garden in leafy Glen Iris,31312908,Sam,,Stonnington,-37.85792,145.05067,Entire home/apt,,3,0,,,1,0,0,
53821188,FIFTF05b/InnerCBD/1Min-Station/FREE(Park/Pool/GYM),162316655,Harriet,,Melbourne,-37.81415,144.95336,Entire home/apt,160,1,10,2024-02-12,0.40,33,152,6,
40428717,Quiet street close to everything,18420089,Owen,,Yarra,-37.82302,145.01115,Private room,,1,0,,,1,0,0,
43004082,Imagine Lighthouse - Two Bedroom Sky Apartment,342346828,Imagine Lighthouse,,Melbourne,-37.80829,144.96085,Entire home/apt,576,1,33,2024-02-19,0.71,3,225,8,
1067215511901040820,The YarraView  | Entertain with Panoramic Views,484451318,Peachy Properties,,Yarra Ranges,-37.651754106075245,145.37155255918975,Entire home/apt,525,2,3,2024-02-24,2.43,2,306,3,
1049468830351550807,Monbulk Mountain Retreat,433225384,Melbourne Short Stay,,Yarra Ranges,-37.86457032178449,145.41469957438215,Entire home/apt,534,1,0,,,3,270,0,
554098837453810028,Comfortable Family Room with Wifi and Parking,432784673,Roger,,Yarra Ranges,-37.75512,145.36506,Entire home/apt,203,1,10,2024-03-10,0.61,7,169,5,
943752288324500861,Bridport Rest: A Relaxed Albert Park Abode,431039793,Yudo,,Port Phillip,-37.8425074,144.9502121,Entire home/apt,253,2,5,2024-01-09,0.64,48,346,5,
993238607707232441,Country views in the city,436972200,Anne,,Casey,-37.9597624651136,145.27716239522914,Entire home/apt,180,1,13,2024-02-13,2.87,1,169,13,
41566313,One Bedroom Apartment,270134235,Erin,,Hobsons Bay,-37.85616,144.87237,Entire home/apt,388,1,7,2023-07-04,0.14,4,363,1,
848700311221174690,'Orange House'. Leafy backyard with pool,87876780,Tamir,,Boroondara,-37.85729016831288,145.0867377741276,Entire home/apt,375,5,8,2024-02-19,1.13,26,246,8,
655329405628988368,Studio in the foothills,13543755,Cathy,,Knox,-37.86275174274546,145.324761942029,Entire home/apt,120,1,56,2024-03-10,2.72,1,352,30,
930037538174286744,Beautiful room with facilities.,524204879,Maryam,,Whittlesea,-37.543117,145.0084412,Private room,130,1,1,2023-10-23,0.20,1,89,1,
41907974,Queen room in modern Seddon Townhouse,6261184,Chris,,Maribyrnong,-37.80397,144.88519,Private room,,5,0,,,2,0,0,
8959512,Pleasant City Stay On Collins,22343476,Ivo & Maria,,Melbourne,-37.81589,144.96599,Entire home/apt,256,2,36,2023-12-16,0.35,1,254,3,
46646448,Modern~Spacious~Private Home perfect for a family,111829679,Andrew,,Bayside,-37.90218,145.00974,Entire home/apt,,5,0,,,1,0,0,
30067541,Perfect location--affordable nice single room,34310230,Karen,,Melbourne,-37.80351,144.9662,Private room,61,2,40,2024-03-02,0.64,2,58,15,
